analysis             sr                         o          b          db              s              ds              s95obs    s95exp    robscons         rexpcons         
atlas_1807_07447     1e2g                       0.0        0.7        0.2             0.0            0.320980868329  3.0       2.9       0                0                
atlas_1807_07447     1e2g1b1j                   0.0        0.14       0.1             0.0            0.320980868329  2.91      2.88      0                0                
atlas_1807_07447     1e2g1b2j                   0.0        0.18       0.07            0.0            0.320980868329  2.92      2.91      0                0                
atlas_1807_07447     1e2g1j                     1.0        0.54       0.22            0.0            0.320980868329  3.68      3.05      0                0                
atlas_1807_07447     1e2g2j                     0.0        0.24       0.12            0.0            0.320980868329  2.94      2.93      0                0                
atlas_1807_07447     1e2g3j                     0.0        0.19       0.1             0.0            0.320980868329  2.95      2.9       0                0                
atlas_1807_07447     1e3b                       426.0      340.0      45.0            0.0            0.320980868329  162.0     102.0     0                0                
atlas_1807_07447     1e3b1j                     338.0      256.0      41.0            0.0            0.320980868329  150.0     95.0      0                0                
atlas_1807_07447     1e3b2j                     158.0      108.0      18.0            0.0            0.320980868329  84.0      48.0      0                0                
atlas_1807_07447     1e3b3j                     46.0       35.5       8.0             0.0            0.320980868329  28.6      21.2      0                0                
atlas_1807_07447     1e3b4j                     9.0        9.0        2.6             0.0            0.320980868329  9.0       9.0       0                0                
atlas_1807_07447     1e3b5j                     2.0        2.2        0.7             0.0            0.320980868329  4.5       4.7       0                0                
atlas_1807_07447     1e3b6j                     1.0        0.5        0.4             0.0            0.320980868329  3.7       3.3       0                0                
atlas_1807_07447     1e4b                       13.0       8.0        3.0             0.0            0.320980868329  14.0      10.0      0                0                
atlas_1807_07447     1e4b1j                     13.0       7.4        2.4             0.0            0.320980868329  14.0      9.8       0                0                
atlas_1807_07447     1e4b2j                     3.0        3.7        2.3             0.0            0.320980868329  5.8       5.8       0                0                
atlas_1807_07447     1e4b3j                     3.0        1.4        0.7             0.0            0.320980868329  6.2       4.5       0                0                
atlas_1807_07447     1e4b4j                     0.0        0.4        0.3             0.0            0.320980868329  3.0       2.9       0                0                
atlas_1807_07447     1e4b5j                     0.0        0.1        0.05            0.0            0.320980868329  2.9       2.9       0                0                
atlas_1807_07447     1e5b                       0.0        0.2        0.8             0.0            0.320980868329  2.9       2.9       0                0                
atlas_1807_07447     1e5b1j                     1.0        0.3        0.12            0.0            0.320980868329  3.9       3.1       0                0                
atlas_1807_07447     1e5b2j                     0.0        0.14       0.12            0.0            0.320980868329  2.98      2.88      0                0                
atlas_1807_07447     1e5j                       954.0      953.0      270.0           0.0            0.320980868329  406.0     405.0     0                0                
atlas_1807_07447     1e6j                       167.0      155.0      60.0            0.0            0.320980868329  98.0      92.0      0                0                
atlas_1807_07447     1e7j                       32.0       31.5       18.0            0.0            0.320980868329  26.4      26.1      0                0                
atlas_1807_07447     1e8j                       6.0        4.5        2.4             0.0            0.320980868329  8.5       7.4       0                0                
atlas_1807_07447     1e9j                       2.0        0.5        0.4             0.0            0.320980868329  5.2       3.7       0                0                
atlas_1807_07447     1g10j                      2.0        0.1        1.0             0.0            0.320980868329  6.4       6.1       0                0                
atlas_1807_07447     1g1b                       5583.0     5750.0     1700.0          0.0            0.320980868329  2357.0    2399.0    0                0                
atlas_1807_07447     1g1b1j                     5266.0     5266.0     2000.0          0.0            0.320980868329  2732.0    2732.0    0                0                
atlas_1807_07447     1g1b2j                     2468.0     2468.0     930.0           0.0            0.320980868329  1279.0    1279.0    0                0                
atlas_1807_07447     1g1b3j                     792.0      815.0      310.0           0.0            0.320980868329  408.0     420.0     0                0                
atlas_1807_07447     1g1b4j                     195.0      196.0      82.0            0.0            0.320980868329  113.0     114.0     0                0                
atlas_1807_07447     1g1b5j                     54.0       54.0       25.0            0.0            0.320980868329  37.0      37.0      0                0                
atlas_1807_07447     1g1b6j                     9.0        9.2        3.8             0.0            0.320980868329  9.2       9.3       0                0                
atlas_1807_07447     1g1b7j                     3.0        1.6        0.9             0.0            0.320980868329  6.2       4.8       0                0                
